,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
251,40,technician,divorced,6,1,no,no,telephone,may,mon,151,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
252,41,blue-collar,married,1,1,yes,no,telephone,may,mon,211,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
253,51,services,married,2,1,yes,no,telephone,may,mon,117,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
254,36,technician,married,6,1,yes,no,telephone,may,mon,232,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
255,28,services,married,7,1,no,no,telephone,may,mon,408,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
256,53,services,married,4,1,yes,yes,telephone,may,mon,370,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
257,58,blue-collar,married,3,2,yes,no,telephone,may,mon,179,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
258,45,management,married,3,1,no,yes,telephone,may,mon,46,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
259,43,technician,married,7,1,yes,no,telephone,may,mon,200,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
260,33,admin.,married,4,1,no,yes,telephone,may,mon,50,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
261,33,admin.,married,4,1,no,yes,telephone,may,mon,181,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
262,27,blue-collar,single,2,1,unknown,unknown,telephone,may,mon,119,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
263,42,technician,married,4,1,no,no,telephone,may,mon,361,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
264,43,admin.,divorced,3,1,no,no,telephone,may,mon,73,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
265,42,admin.,married,7,1,no,no,telephone,may,mon,67,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
266,27,blue-collar,single,2,1,no,no,telephone,may,mon,350,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
267,34,self-employed,single,7,1,yes,no,telephone,may,mon,150,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
268,31,student,single,7,2,no,no,telephone,may,mon,332,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
270,40,self-employed,married,1,2,no,no,telephone,may,mon,58,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
271,52,unemployed,married,4,2,yes,no,telephone,may,mon,151,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
272,47,management,divorced,7,1,no,no,telephone,may,mon,89,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
273,49,housemaid,married,3,2,no,no,telephone,may,mon,152,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
275,49,housemaid,single,4,2,yes,yes,telephone,may,mon,110,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
276,50,blue-collar,married,3,2,no,no,telephone,may,mon,463,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
278,55,blue-collar,married,1,2,no,no,telephone,may,mon,102,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
279,47,technician,single,3,1,no,no,telephone,may,mon,10,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
280,51,retired,married,6,1,no,no,telephone,may,mon,118,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
281,47,blue-collar,married,2,1,no,no,telephone,may,mon,92,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
282,56,technician,married,1,1,yes,no,telephone,may,mon,143,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
283,53,admin.,married,3,1,no,no,telephone,may,mon,189,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
284,36,blue-collar,married,3,1,yes,no,telephone,may,mon,75,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
285,42,blue-collar,divorced,3,1,yes,no,telephone,may,mon,189,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
286,44,blue-collar,divorced,2,1,no,no,telephone,may,mon,55,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
288,37,admin.,single,4,1,yes,yes,telephone,may,mon,56,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
289,60,blue-collar,married,7,2,yes,no,telephone,may,mon,5,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
290,36,services,married,4,1,no,no,telephone,may,mon,225,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
291,42,management,divorced,7,1,yes,no,telephone,may,mon,125,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
292,31,admin.,married,4,1,yes,yes,telephone,may,mon,286,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
293,53,technician,divorced,6,2,no,yes,telephone,may,mon,206,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
294,45,blue-collar,married,1,1,yes,no,telephone,may,mon,164,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
295,37,technician,single,6,1,yes,no,telephone,may,mon,98,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
296,47,self-employed,married,6,1,no,no,telephone,may,mon,446,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
298,36,admin.,married,7,1,yes,no,telephone,may,mon,120,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
299,35,services,divorced,4,1,no,no,telephone,may,mon,122,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
300,38,unknown,married,7,2,no,no,telephone,may,mon,362,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
301,38,services,single,4,2,no,no,telephone,may,mon,357,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
302,50,blue-collar,divorced,4,2,no,yes,telephone,may,mon,200,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
303,59,retired,married,6,2,no,no,telephone,may,mon,107,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
304,43,unknown,married,7,1,yes,no,telephone,may,mon,267,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
305,42,admin.,married,4,1,yes,no,telephone,may,mon,248,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
306,40,admin.,married,2,2,yes,no,telephone,may,mon,215,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
307,46,blue-collar,married,7,2,no,no,telephone,may,mon,209,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
308,57,housemaid,divorced,1,1,yes,yes,telephone,may,mon,205,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
309,42,admin.,married,7,1,yes,no,telephone,may,mon,261,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
310,41,blue-collar,married,1,1,yes,no,telephone,may,mon,83,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
311,54,management,divorced,7,1,yes,no,telephone,may,mon,106,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
312,27,admin.,single,7,1,no,no,telephone,may,mon,106,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
313,36,admin.,married,4,1,no,no,telephone,may,mon,108,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
314,58,blue-collar,married,6,2,yes,no,telephone,may,mon,214,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
315,40,management,married,7,2,yes,no,telephone,may,mon,358,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
316,34,admin.,single,3,2,no,no,telephone,may,mon,453,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
317,33,admin.,divorced,4,1,no,no,telephone,may,mon,364,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
318,56,retired,married,2,1,no,no,telephone,may,mon,136,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
319,42,blue-collar,married,3,1,no,no,telephone,may,mon,173,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
320,43,services,married,4,1,yes,no,telephone,may,mon,241,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
321,54,management,single,3,1,yes,no,telephone,may,mon,224,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
322,53,admin.,single,2,1,yes,yes,telephone,may,mon,148,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
323,42,technician,single,7,1,no,no,telephone,may,mon,230,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
324,40,services,married,2,2,no,no,telephone,may,mon,199,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
325,54,technician,married,6,1,yes,yes,telephone,may,mon,196,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
326,40,housemaid,single,6,1,no,no,telephone,may,mon,111,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
327,26,admin.,single,7,1,yes,no,telephone,may,mon,231,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
328,33,admin.,married,4,1,no,no,telephone,may,mon,316,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
329,35,blue-collar,married,3,2,no,no,telephone,may,mon,240,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
331,29,services,single,4,1,yes,no,telephone,may,mon,425,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
332,36,blue-collar,married,3,1,yes,no,telephone,may,mon,121,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
333,35,management,married,4,1,yes,no,telephone,may,mon,174,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
334,50,self-employed,single,7,1,no,yes,telephone,may,mon,88,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
335,46,services,married,4,2,yes,no,telephone,may,mon,313,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
336,49,entrepreneur,married,4,1,yes,no,telephone,may,mon,135,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
337,42,technician,single,6,2,yes,no,telephone,may,mon,152,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
338,36,blue-collar,single,4,1,yes,yes,telephone,may,mon,402,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
339,55,blue-collar,married,3,2,yes,no,telephone,may,mon,221,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
340,41,management,married,7,2,no,no,telephone,may,mon,213,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
341,57,management,married,6,2,yes,no,telephone,may,mon,144,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
342,32,services,single,4,1,yes,no,telephone,may,mon,158,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
343,49,admin.,married,3,1,no,no,telephone,may,mon,220,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
344,57,unknown,married,7,2,yes,no,telephone,may,mon,325,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
345,58,blue-collar,divorced,1,1,yes,no,telephone,may,mon,254,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
346,52,technician,married,4,1,yes,no,telephone,may,mon,503,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
348,41,blue-collar,single,3,2,yes,no,telephone,may,mon,421,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
349,33,entrepreneur,married,7,1,yes,no,telephone,may,mon,130,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
350,57,blue-collar,married,1,1,no,no,telephone,may,mon,164,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
351,48,blue-collar,married,2,2,no,no,telephone,may,mon,174,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
352,55,technician,married,6,1,no,no,telephone,may,mon,113,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
353,38,management,married,7,1,no,no,telephone,may,mon,195,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
354,38,services,married,4,1,yes,no,telephone,may,mon,347,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
355,53,admin.,married,7,1,yes,no,telephone,may,mon,208,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
356,43,unemployed,single,7,1,no,no,telephone,may,mon,404,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
357,36,blue-collar,single,4,1,no,no,telephone,may,mon,396,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
358,32,blue-collar,married,3,1,no,no,telephone,may,mon,98,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
359,33,services,married,1,1,no,no,telephone,may,mon,229,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
360,58,entrepreneur,married,1,1,yes,no,telephone,may,mon,350,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
361,40,unemployed,divorced,4,2,no,no,telephone,may,tue,88,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
362,57,management,married,7,1,yes,no,telephone,may,tue,379,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
363,45,technician,married,4,1,yes,no,telephone,may,tue,168,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
364,42,blue-collar,married,1,2,yes,no,telephone,may,tue,190,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
365,46,admin.,married,7,1,yes,no,telephone,may,tue,158,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
366,36,technician,married,7,1,no,no,telephone,may,tue,210,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
367,41,self-employed,married,4,1,yes,no,telephone,may,tue,102,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
368,57,admin.,divorced,3,1,no,no,telephone,may,tue,306,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
369,49,blue-collar,married,3,2,yes,no,telephone,may,tue,64,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
370,56,management,divorced,4,1,no,no,telephone,may,tue,218,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
371,37,blue-collar,married,3,1,no,no,telephone,may,tue,77,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
372,37,blue-collar,married,3,1,no,yes,telephone,may,tue,54,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
373,46,admin.,single,4,1,yes,no,telephone,may,tue,344,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
374,22,blue-collar,single,3,1,yes,no,telephone,may,tue,195,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
375,43,services,married,4,1,no,no,telephone,may,tue,202,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
376,49,blue-collar,married,7,1,no,no,telephone,may,tue,286,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
377,41,technician,married,2,1,yes,no,telephone,may,tue,278,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
378,38,admin.,single,7,1,no,no,telephone,may,tue,189,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
379,33,admin.,married,3,1,no,no,telephone,may,tue,83,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
380,49,admin.,married,7,1,yes,yes,telephone,may,tue,18,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
381,30,blue-collar,single,7,1,no,no,telephone,may,tue,184,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
382,33,admin.,married,3,1,yes,no,telephone,may,tue,235,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
383,34,management,single,7,1,no,no,telephone,may,tue,290,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
384,30,student,single,7,2,no,no,telephone,may,tue,133,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
385,59,management,married,1,2,yes,yes,telephone,may,tue,318,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
386,59,management,married,1,2,unknown,unknown,telephone,may,tue,437,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
387,41,self-employed,married,7,1,no,no,telephone,may,tue,402,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
388,48,housemaid,married,2,2,yes,yes,telephone,may,tue,501,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
391,59,retired,unknown,7,2,no,no,telephone,may,tue,253,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
392,50,management,married,4,2,no,no,telephone,may,tue,149,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
393,35,admin.,married,7,1,no,no,telephone,may,tue,144,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
394,42,admin.,married,4,1,no,no,telephone,may,tue,69,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
395,45,admin.,married,3,1,no,no,telephone,may,tue,243,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
397,56,services,married,4,2,no,no,telephone,may,tue,135,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
398,29,blue-collar,divorced,1,1,no,no,telephone,may,tue,231,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
399,41,self-employed,married,7,1,yes,yes,telephone,may,tue,442,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
400,42,blue-collar,married,3,2,no,no,telephone,may,tue,199,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
401,52,services,single,4,1,no,no,telephone,may,tue,455,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
402,48,services,married,4,2,unknown,unknown,telephone,may,tue,152,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
403,31,blue-collar,married,4,2,yes,no,telephone,may,tue,124,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
404,43,unemployed,married,7,2,yes,no,telephone,may,tue,424,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
405,36,blue-collar,married,1,2,no,no,telephone,may,tue,43,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
406,42,entrepreneur,married,7,1,yes,no,telephone,may,tue,154,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
407,52,services,divorced,2,1,no,no,telephone,may,tue,393,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
408,39,admin.,married,4,1,yes,no,telephone,may,tue,203,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
409,36,services,married,4,1,no,yes,telephone,may,tue,140,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
410,42,blue-collar,married,3,2,yes,no,telephone,may,tue,326,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
411,41,admin.,married,4,1,no,no,telephone,may,tue,483,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
412,55,technician,married,1,1,no,yes,telephone,may,tue,259,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
413,30,blue-collar,married,3,1,no,no,telephone,may,tue,227,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
415,45,entrepreneur,married,1,2,yes,no,telephone,may,tue,576,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
416,51,blue-collar,married,1,2,yes,yes,telephone,may,tue,180,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
417,39,self-employed,single,3,2,yes,yes,telephone,may,tue,90,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
418,47,admin.,married,4,2,no,no,telephone,may,tue,505,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
419,27,services,married,4,1,yes,no,telephone,may,tue,245,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
420,34,technician,single,7,1,yes,no,telephone,may,tue,186,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
421,57,blue-collar,married,1,2,yes,no,telephone,may,tue,208,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
423,49,blue-collar,married,1,2,no,no,telephone,may,tue,180,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
424,39,management,married,7,2,no,no,telephone,may,tue,496,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
425,38,blue-collar,married,1,2,yes,no,telephone,may,tue,118,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
426,49,blue-collar,married,3,1,no,no,telephone,may,tue,102,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
427,58,management,married,2,1,no,no,telephone,may,tue,342,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
428,43,technician,married,6,1,yes,no,telephone,may,tue,225,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
429,50,unknown,married,7,2,yes,no,telephone,may,tue,185,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
430,31,services,married,4,2,no,no,telephone,may,tue,276,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
431,43,self-employed,divorced,7,1,no,no,telephone,may,tue,87,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
433,30,self-employed,single,7,1,yes,no,telephone,may,tue,262,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
434,27,services,single,6,1,yes,yes,telephone,may,tue,271,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
435,51,services,married,7,2,no,no,telephone,may,tue,141,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
436,37,technician,married,6,1,yes,no,telephone,may,tue,198,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
437,46,housemaid,married,3,1,yes,no,telephone,may,tue,150,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
438,35,blue-collar,married,6,1,no,no,telephone,may,tue,241,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
439,47,admin.,divorced,7,1,no,no,telephone,may,tue,196,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
440,46,management,married,7,1,yes,no,telephone,may,tue,149,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
441,40,technician,married,6,2,no,yes,telephone,may,tue,264,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
442,26,housemaid,married,7,1,no,no,telephone,may,tue,246,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
443,32,blue-collar,divorced,3,2,no,no,telephone,may,tue,309,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
444,45,management,married,7,1,yes,no,telephone,may,tue,140,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
445,34,admin.,married,3,1,no,no,telephone,may,tue,175,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
446,47,blue-collar,married,7,2,no,no,telephone,may,tue,136,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
448,57,technician,married,1,2,no,yes,telephone,may,tue,50,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
449,57,technician,married,1,2,no,no,telephone,may,tue,101,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
450,38,blue-collar,married,1,1,no,yes,telephone,may,tue,144,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
451,57,technician,married,1,2,no,no,telephone,may,tue,238,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
452,28,student,single,3,2,yes,no,telephone,may,tue,354,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
453,60,management,married,7,1,no,no,telephone,may,tue,451,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
454,48,admin.,married,7,1,yes,no,telephone,may,tue,159,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
455,47,technician,married,6,1,yes,no,telephone,may,tue,170,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
456,40,admin.,married,4,1,no,no,telephone,may,tue,243,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
457,51,management,married,6,2,yes,no,telephone,may,tue,141,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
458,48,unemployed,single,1,1,yes,no,telephone,may,tue,112,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
459,54,housemaid,married,1,1,no,no,telephone,may,tue,262,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
460,40,blue-collar,married,2,1,no,yes,telephone,may,tue,53,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
461,44,admin.,single,3,2,no,no,telephone,may,tue,134,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
462,42,technician,divorced,4,1,no,no,telephone,may,tue,204,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
464,31,blue-collar,single,3,1,yes,no,telephone,may,tue,182,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
465,32,services,married,4,1,no,no,telephone,may,tue,162,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
466,44,admin.,married,4,1,yes,yes,telephone,may,tue,177,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
467,39,management,married,2,2,no,no,telephone,may,tue,27,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
469,52,admin.,married,1,1,yes,no,telephone,may,tue,358,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
471,42,technician,single,6,2,unknown,unknown,telephone,may,tue,529,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
472,43,management,married,6,1,yes,no,telephone,may,tue,310,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
473,31,admin.,divorced,4,1,no,no,telephone,may,tue,47,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
474,29,admin.,married,7,2,yes,no,telephone,may,tue,379,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
475,57,blue-collar,divorced,1,1,no,no,telephone,may,tue,30,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
476,44,blue-collar,married,3,2,no,no,telephone,may,tue,472,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
477,59,unknown,married,7,2,no,no,telephone,may,tue,113,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
478,39,blue-collar,married,1,2,no,no,telephone,may,tue,114,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
479,57,retired,married,7,1,no,no,telephone,may,tue,116,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
480,41,management,married,7,2,no,no,telephone,may,tue,448,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
481,37,technician,single,4,2,no,yes,telephone,may,tue,264,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
482,38,services,married,4,1,yes,no,telephone,may,tue,169,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
483,42,retired,married,1,1,no,no,telephone,may,tue,145,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
484,49,unknown,married,7,2,yes,no,telephone,may,tue,288,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
485,54,management,married,2,2,yes,yes,telephone,may,tue,381,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
486,36,admin.,married,7,1,unknown,unknown,telephone,may,tue,176,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
487,32,admin.,single,7,2,no,no,telephone,may,tue,215,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
488,35,technician,married,6,1,yes,no,telephone,may,tue,278,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
